story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
US-011,"DICOM Data Management & Storage",Import DICOM Studies from Files or Folders,Technician,"As a Technician, I want to import DICOM studies by dragging and dropping files or folders from a CD or USB drive into the application, so that I can easily ingest patient data from external media.",Should Have,5,US-009,"GIVEN I have a folder of DICOM files, WHEN I drag and drop it onto the main application window, THEN the system begins processing the import asynchronously.","GIVEN an imported study already exists in the local database, WHEN the system detects the duplicate Study Instance UID, THEN I am prompted with a modal dialog to 'Overwrite', 'Discard', or 'Save as New'.","GIVEN the import contains non-DICOM or corrupt files, WHEN the import completes, THEN I am shown a non-blocking notification and a summary report is available detailing which files were successfully imported and which were rejected.",WI-017,"All ACs met and verified. E2E tests confirm drag-and-drop of both single files and folders. The conflict resolution dialog is tested for all three options. Deployed and verified in staging."
US-012,"DICOM Viewer & Tools",View and Manipulate DICOM Images,Technician,"As a Technician, I want a high-performance viewer to open and interact with DICOM images, using tools like zoom, pan, and window/level, so that I can perform quality checks and prepare images for use.",Must Have,21,"","GIVEN I open a large DICOM study (>500MB), WHEN the viewer loads, THEN the image is displayed in under 3 seconds using a progressive loading strategy (low-res preview first).","GIVEN an image is displayed, WHEN I use my mouse, THEN I can interactively zoom (10%-800%), pan, and adjust the window/level settings with a smooth, GPU-accelerated response.","GIVEN I open a CT study, WHEN the image is first displayed, THEN an appropriate default window/level preset (e.g., 'Abdomen' or 'Lung') is automatically applied based on modality.",WI-019; WI-020,"All ACs met and verified. Performance testing on target hardware confirms loading times and interactive responsiveness. A test suite of various DICOM modalities confirms correct rendering and preset application. Deployed and verified in staging."
US-013,"DICOM Viewer & Tools",Annotate and Measure on DICOM Images,Technician,"As a Technician, I want to draw annotations and take measurements on an image, and save them non-destructively, so that I can highlight findings or record key metrics.",Should Have,8,US-012,"GIVEN I am viewing an image, WHEN I select the 'length' tool and draw a line, THEN the measurement is displayed on the image in real-world units (e.g., mm) based on the DICOM metadata.","GIVEN I have added annotations (arrows, text, measurements) to a series, WHEN I click 'Save Annotations', THEN the system creates a new DICOM Grayscale Softcopy Presentation State (GSPS) object without modifying the original image files.","GIVEN I re-open a study that has saved annotations, WHEN the images are displayed, THEN the previously saved annotations are automatically loaded from the GSPS object and displayed on the correct images.",WI-021,"All ACs met and verified. Unit tests validate measurement calculation logic. E2E tests confirm creation and subsequent loading of GSPS objects. The original DICOM files are verified to be unchanged after saving annotations. Deployed and verified in staging."
US-014,"DICOM Viewer & Tools",Arrange Viewer Layout with Hanging Protocols,Technician,"As a Technician, I want to define and apply custom display layouts (hanging protocols), so that I can efficiently review studies by arranging series in a consistent and preferred manner.",Could Have,5,"US-012, US-008","GIVEN I am viewing a study, WHEN I select a saved '2x2 grid' hanging protocol from a menu, THEN the viewer reorganizes to display four series simultaneously in the grid.","GIVEN I am an Administrator, WHEN I configure a system-wide rule to apply a specific protocol based on Modality='CT', THEN opening any CT study will automatically apply that layout without user intervention.","GIVEN I am a logged-in user, WHEN I arrange the viewports into a custom layout, THEN I can save this layout with a name for personal use in future sessions.",WI-022,"All ACs met and verified. E2E tests confirm manual and automatic application of hanging protocols. User-specific protocols are verified to persist between sessions for the correct user. Deployed and verified in staging."
US-015,"Printing & Exporting",Print DICOM Images with Custom Layouts,Technician,"As a Technician, I want to print DICOM images on a standard office printer, with options to control the layout, add branding, and manage print jobs, so that I can create physical copies for records or consultation.",Should Have,8,US-001,"GIVEN I have selected images to print, WHEN I open the Print Preview window, THEN I can select a layout (e.g., '2x2 grid on A4'), adjust margins, and see an accurate preview of the final output.","GIVEN I have configured the layout, WHEN I click 'Print', THEN the print job is sent to a background queue, a non-blocking 'Print job queued' notification appears, and I can immediately continue working in the application.","GIVEN I am in the print preview, WHEN I add a text overlay with a dynamic variable like '[PatientName]', THEN the final printed output correctly replaces the variable with the actual patient's name from the DICOM metadata.",WI-023; WI-024,"All ACs met and verified. E2E tests confirm the print preview accurately reflects the final printed document for all layout and overlay options. The asynchronous nature of the job submission is verified. Deployed and verified in staging."
US-016,"Printing & Exporting",Monitor and Manage the Print Queue,Technician,"As a Technician, I want to view a print queue to see the status of my submitted jobs and cancel them if needed, so that I have visibility and control over the printing process.",Could Have,3,US-015,"GIVEN I have submitted a print job, WHEN I open the Print Queue view, THEN I can see my job listed with a status of 'Queued' or 'Processing'. An Admin can see all jobs.","GIVEN my print job is in the 'Queued' state, WHEN I click the 'Cancel' button for my job, THEN the job is removed from the queue and is not printed.","GIVEN a print job fails because the printer is offline, WHEN I view the queue, THEN the job status is 'Failed' with a descriptive reason, and a 'Retry' button is available.",WI-025,"All ACs met and verified. E2E tests confirm that Technicians can see and cancel their own jobs, while Admins can manage all jobs. The 'Retry' functionality for failed jobs is tested. Deployed and verified in staging."
US-017,"Security & Compliance",Review a Comprehensive Audit Trail of System Events,Administrator,"As an Administrator, I want to view a detailed, filterable audit trail of all significant system events, so that I can investigate security incidents and ensure HIPAA compliance.",Must Have,8,US-004,"GIVEN another administrator has changed a user's role, WHEN I view the audit trail, THEN I see a log entry detailing who made the change, which user was changed, the old value ('Technician') and new value ('Administrator'), and a timestamp.","GIVEN I am viewing the audit trail, WHEN I filter by a specific user and a date range, THEN the list updates to show only the events that match all my criteria.","GIVEN I have a filtered view of the audit trail, WHEN I click 'Export to CSV', THEN a valid CSV file is generated containing the currently displayed log data, including headers.",WI-026; WI-027,"All ACs met and verified. Integration tests confirm that all specified auditable actions (user management, DICOM edits, etc.) create correct log entries. E2E test of the viewer, filtering, and CSV export is successful. Deployed and verified in staging."
US-018,"Security & Compliance",Protect Sensitive Data at Rest and in Configuration,Security Officer,"As a Security Officer, I want all Protected Health Information (PHI) in the database to be encrypted and all system passwords to be stored securely, so that the system complies with HIPAA and is protected against data breaches.",Must Have,8,"","GIVEN I inspect the PostgreSQL database directly using a tool like pgAdmin, WHEN I look at a column containing a patient's name, THEN the data is in an encrypted, unreadable format.","GIVEN the application is running, WHEN it connects to the database, THEN it can successfully read and write the encrypted PHI data transparently without any special handling in the application logic.","GIVEN I inspect the application's configuration files (e.g., appsettings.json) on disk, WHEN I search for passwords for the database or SMTP server, THEN no plaintext passwords are found because they are stored in the Windows Credential Manager.",WI-028; WI-029,"All ACs met and verified. Database inspection confirms column-level encryption. A security code review verifies that secrets are read from the Windows Credential Manager and not config files. Deployed and verified in staging."
US-019,"Security & Compliance",Anonymize DICOM Studies for Research or Training,Technician,"As a Technician, I want to create a de-identified copy of a DICOM study, so that I can safely use the imaging data for research, training, or support without exposing Protected Health Information (PHI).",Could Have,5,"","GIVEN I have selected a study, WHEN I apply the 'Full De-ID' anonymization profile, THEN a new copy of the study is created with all patient-identifying tags removed or replaced according to HIPAA Safe Harbor rules, and the original study is untouched.","GIVEN I am anonymizing an image with text burned into the pixels, WHEN I draw a blackout rectangle over the text, THEN a new DICOM series is created containing the modified image, leaving the original series unmodified.","GIVEN I have performed an anonymization, WHEN I review the generated summary report, THEN it details all the changes that were made to the copied study.",WI-030,"All ACs met and verified. A DICOM validation tool is used to confirm that the output of the 'Full De-ID' profile is compliant. The non-destructive nature of all anonymization actions is verified. Deployed and verified in staging."
US-020,"System Operations & Monitoring",Monitor System Health and Receive Critical Alerts,Administrator,"As an Administrator, I want to view a real-time health dashboard and receive automatic email alerts for critical issues, so that I can proactively monitor the system's status and respond quickly to problems.",Should Have,8,US-008,"GIVEN I am on the System Health Dashboard, WHEN the background service is running and all connections are healthy, THEN I see green status indicators for the Windows Service, PostgreSQL, and RabbitMQ.","GIVEN the disk space for DICOM storage falls below a configured critical threshold, WHEN this occurs, THEN an email alert is automatically sent to the configured administrator address with details about the issue.","GIVEN a message fails processing repeatedly and is sent to the dead-letter queue (DLQ), WHEN I view the dashboard, THEN the DLQ count is shown as greater than zero, and an email alert has been triggered.",WI-031; WI-032,"All ACs met and verified. E2E tests confirm the dashboard accurately reflects the state of mocked and real services. Alerting is tested by triggering threshold conditions (e.g., low disk space, message in DLQ). Deployed and verified in staging."
US-021,"Installation & Deployment",Install and Configure the Application and its Services,System Installer,"As a System Installer, I want a single, reliable installer package that deploys the client application, installs the background service, and validates its dependencies, so that I can set up the system correctly and efficiently.",Must Have,8,"","GIVEN I run the signed MSIX installer on a clean machine, WHEN the installation completes, THEN the WPF client application is in the Start Menu and the 'DICOM Service' is registered, set to automatic start, and running in Windows Services.","GIVEN I am running the installer for the first time, WHEN I am prompted for PostgreSQL and RabbitMQ connection details, THEN the installer verifies connectivity to both services before allowing the installation to finish.","GIVEN I provide connection details to a PostgreSQL database where the `pgcrypto` extension is not enabled, WHEN the installer performs its prerequisite checks, THEN the installation is blocked with a clear error message indicating the missing extension.",WI-033; WI-034; WI-035,"All ACs met and verified. The full installation process is successfully tested on a clean Windows virtual machine. All prerequisite checks (DB/MQ connectivity, pgcrypto) are verified to block installation on failure. Deployed and verified in staging."
