Title,Description,Type,Status,Priority,Assignee,Reporter,Due Date,Estimate,Labels,Sprint,Epic,Project,Attachments,Comments,Parent ID,Dependencies,Created At,Updated At,Skills Required
"Configure Generic Host and DI in Windows Service","Implement the .NET Generic Host in the `Program.cs` of the DicomApp.Service project. Configure it to run as a Windows Service using `UseWindowsService()`. Set up the DI container for service-specific dependencies.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",7.5,"EPIC-001,WI-002,DI,service","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","`Program.cs` is configured to build and run the host.","US-001","TASK-002","2024-01-01 09:00","2024-01-01 09:00",".NET 8,C#,Windows Service"
"Implement Secure Application Logging","As an Administrator, I want all significant application events logged to both a local file and the Windows Event Log, with all Protected Health Information (PHI) masked, so that I can securely troubleshoot issues and perform security audits.","Story","Backlog","Critical","pm@project.com","pm@project.com","",24.3,"logging,security,hipaa","Sprint 1","Core Architecture & Foundational Setup","DicomApp",,,"EPIC-001","US-001","2024-01-01 09:00","2024-01-01 09:00","Serilog,C#,Security"
"Integrate Serilog and Configure Sinks","Add Serilog NuGet packages to the Client and Service projects. Configure Serilog as the logging provider in the Generic Host setup. Implement sinks for writing to a rolling text file and the Windows Event Log.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.2,"EPIC-001,WI-003,logging,Serilog","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","Calling `ILogger.LogInformation` from anywhere in the app writes a message to a text file.","US-002","TASK-003,TASK-004","2024-01-01 09:00","2024-01-01 09:00","Serilog,C#"
"Design and Implement PHI Masking Enricher for Serilog","Create a custom Serilog `ILogEventEnricher` that inspects log messages and their properties. The enricher will use regular expressions or other pattern matching to find and replace PHI (like Patient Name, Patient ID) with a redacted value (e.g., '[REDACTED]').","Task","Backlog","High","security-dev@project.com","pm@project.com","",10.3,"EPIC-001,WI-003,logging,security,HIPAA","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","The `PhiMaskingEnricher` class is implemented.","US-002","TASK-005","2024-01-01 09:00","2024-01-01 09:00","Serilog,C#,Regular Expressions"
"Write Unit Tests for PHI Masking Logic","Create a dedicated xUnit test project or class to thoroughly test the `PhiMaskingEnricher`. Tests should cover various log message formats, structured logging properties, and multiple types of PHI to ensure the masking is comprehensive and does not have unintended side effects.","Task","Backlog","High","qa-dev@project.com","pm@project.com","",5.2,"EPIC-001,WI-003,testing,security","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","Test case for a simple string message with Patient Name passes.","US-002","TASK-006","2024-01-01 09:00","2024-01-01 09:00","xUnit,C#"
"Establish Asynchronous Task Processing Framework","As a Developer, I need a robust asynchronous task processing framework using RabbitMQ so that long-running operations initiated by the user do not freeze the client UI and can be processed reliably by the background service.","Story","Backlog","Critical","pm@project.com","pm@project.com","",46.5,"rabbitmq,ipc,async","Sprint 1","Core Architecture & Foundational Setup","DicomApp",,,"EPIC-001","US-001,US-002","2024-01-01 09:00","2024-01-01 09:00","RabbitMQ,C#"
"Implement RabbitMQ Connection Service","Create a singleton service responsible for managing the connection to the RabbitMQ broker. This service will handle connection logic, credentials, and resilience (auto-reconnect). It will be shared by producers and consumers.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6.3,"EPIC-001,WI-004,RabbitMQ,IPC","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","Service successfully establishes a connection to a running RabbitMQ broker.","US-003","TASK-003,TASK-004","2024-01-01 09:00","2024-01-01 09:00","RabbitMQ,C#"
"Implement Generic RabbitMQ Producer Service","Create a service for the client application that can publish any serializable object to a specified RabbitMQ exchange. This service will handle channel creation, serialization (to JSON), and setting message properties for persistence.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.3,"EPIC-001,WI-004,RabbitMQ,producer","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","Service provides a method like `PublishAsync<T>(T message, string queueName)`.","US-003","TASK-008","2024-01-01 09:00","2024-01-01 09:00","RabbitMQ,C#"
"Implement RabbitMQ Consumer Hosted Service","In the Windows Service project, create a base `IHostedService` for consuming messages from a specific queue. This service will handle the boilerplate of subscribing to the queue, receiving messages, and deserializing them.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-001,WI-004,RabbitMQ,consumer","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","The hosted service starts and subscribes to its configured queue upon service startup.","US-003","TASK-008,TASK-009","2024-01-01 09:00","2024-01-01 09:00","RabbitMQ,C#,async/await"
"Configure and Test Dead-Letter Exchange (DLX) Mechanism","Configure the main processing queues with arguments to route rejected messages to a Dead-Letter Exchange (DLX). Create and bind a corresponding Dead-Letter Queue (DLQ). Implement logic in the consumer to reject messages (`basic.nack` with `requeue=false`) after a configurable number of failed processing attempts.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-001,WI-004,RabbitMQ,DLQ,reliability","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","Queue declaration includes `x-dead-letter-exchange` argument.","US-003","TASK-010","2024-01-01 09:00","2024-01-01 09:00","RabbitMQ,C#"
"Create Integration Test for Message Durability","Write an automated integration test that: 1. Publishes a persistent message to a durable queue. 2. Stops the RabbitMQ service/container. 3. Restarts the RabbitMQ service/container. 4. Connects a consumer and verifies the original message is successfully received.","Task","Backlog","High","qa-dev@project.com","pm@project.com","",7.2,"EPIC-001,WI-004,RabbitMQ,testing,reliability","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","The test passes consistently.","US-003","TASK-009,TASK-010","2024-01-01 09:00","2024-01-01 09:00","xUnit,Testcontainers,Docker,C#"
"Implement Synchronous IPC for Service Status Checks","As a User, I want the application to instantly know if a required background service is running before I try to perform an action like printing, so that I get immediate feedback and don't submit tasks that are destined to fail.","Story","Backlog","High","pm@project.com","pm@project.com","",18,"ipc,named-pipes,status-check","Sprint 1","Core Architecture & Foundational Setup","DicomApp",,,"EPIC-001","US-001","2024-01-01 09:00","2024-01-01 09:00","Named Pipes,C#"
"Implement Named Pipe Server in Windows Service","In the background service, create a hosted service that starts a `NamedPipeServerStream`. This server will listen for client connections, read a simple request message (e.g., 'PING'), and write a response message (e.g., 'PONG').","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.2,"EPIC-001,WI-005,IPC,NamedPipes","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","The named pipe server is started when the Windows Service starts.","US-004","TASK-004","2024-01-01 09:00","2024-01-01 09:00","Named Pipes,C#,.NET 8"
"Implement Named Pipe Client in WPF Application","In the client application, create a service that uses `NamedPipeClientStream` to connect to the background service's pipe. The client will send the 'PING' request, read the 'PONG' response, and handle connection timeouts or failures gracefully.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",9.2,"EPIC-001,WI-005,IPC,NamedPipes","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","The client can successfully connect to the server pipe when the service is running.","US-004","TASK-003,TASK-013","2024-01-01 09:00","2024-01-01 09:00","Named Pipes,C#,async/await"
"DB: Implement User, Role, and PasswordHistory Entities and Migration","Using EF Core Code-First, create the C# entity classes for `User`, `Role`, and `PasswordHistory` based on the provided ERD. Include properties for password hash, role foreign key, `isActive`, `isTemporaryPassword`, etc. Generate the initial EF Core migration.","Task","Backlog","Critical","db-dev@project.com","pm@project.com","",8.2,"EPIC-002,WI-011,database,EFCore","Sprint 1","User & Session Management","DicomApp","","`User.cs`, `Role.cs`, and `PasswordHistory.cs` entities are created.","US-005","TASK-001","2024-01-01 09:00","2024-01-01 09:00","Entity Framework Core,C#,PostgreSQL"
"DB: Create SystemSetting Entity and Migration","Create an EF Core entity `SystemSetting` with a primary key `SettingKey` (string) and a `SettingValue` (string). This will be a simple key-value table to store application-wide settings like the password policy parameters.","Task","Backlog","Critical","db-dev@project.com","pm@project.com","",3.2,"EPIC-002,WI-009,database,settings","Sprint 1","User & Session Management","DicomApp","","`SystemSetting.cs` entity is created.","US-007","TASK-015","2024-01-01 09:00","2024-01-01 09:00","Entity Framework Core,C#"
"DB: Implement DICOM Data Entities and Migration","Create the EF Core entities for `Patient`, `Study`, `Series`, and `Image` based on the ERD. Configure relationships and properties for storing DICOM metadata. Include the self-referencing `originalStudyId` for the 'working copy' feature. Generate the EF Core migration.","Task","Backlog","Critical","db-dev@project.com","pm@project.com","",8.3,"EPIC-003,WI-019,database,EFCore","Sprint 1","DICOM Core Functionality","DicomApp","","All four DICOM-related entities are created in `DicomApp.DataAccess`.","US-015","TASK-015","2024-01-01 09:00","2024-01-01 09:00","Entity Framework Core,C#"
"DB: Implement PrintJob Entity and Migration","Create an EF Core entity `PrintJob` to store the state of each job. It will include fields for JobId, SubmitterId, Status, Priority, FailureReason, and the JobPayload (JSONB). Generate the database migration.","Task","Backlog","High","db-dev@project.com","pm@project.com","",4.2,"EPIC-005,WI-028,database,printing","Sprint 1","Printing & Reporting","DicomApp","","`PrintJob.cs` entity is created.","US-028","TASK-015","2024-01-01 09:00","2024-01-01 09:00","Entity Framework Core,C#"
"DB: Implement AuditLog Entity and Migration","Create the `AuditLog` EF Core entity based on the ERD. It should include fields for a primary key, UserId, Timestamp, EventType, EntityId, Details (JSONB), and CorrelationId. Generate the database migration.","Task","Backlog","Critical","db-dev@project.com","pm@project.com","",4.2,"EPIC-004,WI-020,database,auditing","Sprint 1","Security & Compliance","DicomApp","","`AuditLog.cs` entity is created with all required properties.","US-022","TASK-015","2024-01-01 09:00","2024-01-01 09:00","Entity Framework Core,C#"
"Backend: Implement AuthenticationService with BCrypt Hashing","Create an `IAuthenticationService` and its implementation. The service will take a username and password, query the database for the user, and use a BCrypt library to verify the provided password against the stored hash. It should also check if the account is active.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-007,security,authentication","Sprint 1","User & Session Management","DicomApp","","The service returns a success result for a valid username/password and active account.","US-005","TASK-015,TASK-003","2024-01-01 09:00","2024-01-01 09:00","C#,BCrypt,Entity Framework Core"
"Testing: Write Integration Test for AuthenticationService","Create an integration test for the `AuthenticationService`. This test will use an in-memory database or a test database container to validate the full authentication logic against a real data source. It will test success, failure (wrong password), and disabled account scenarios.","Task","Backlog","High","qa-dev@project.com","pm@project.com","",10.2,"EPIC-002,WI-007,testing,integration","Sprint 1","User & Session Management","DicomApp","","Test successfully creates a test user with a BCrypt-hashed password in the test database.","US-005","TASK-016","2024-01-01 09:00","2024-01-01 09:00","xUnit,Entity Framework Core,C#"
"Backend: Create User Session Context Service","Create a singleton service, `ICurrentUserContext`, that holds the state of the currently logged-in user, including their UserId and Role. This service will be populated by the `AuthenticationService` upon successful login.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",6,"EPIC-002,WI-008,RBAC,security","Sprint 1","User & Session Management","DicomApp","","The `ICurrentUserContext` interface and its implementation class are created.","US-006","TASK-016","2024-01-01 09:00","2024-01-01 09:00","C#,Dependency Injection"
"Backend: Create Centralized Audit Service","Create an `IAuditService` with a method like `LogEventAsync(AuditEvent data)`. This service will be responsible for creating `AuditLog` entities and saving them to the database. It should be registered as a scoped or transient service in the DI container.","Task","Backlog","Critical","backend-dev@project.com","pm@project.com","",8,"EPIC-004,WI-020,backend,auditing","Sprint 1","Security & Compliance","DicomApp","","The service interface and implementation are created.","US-022","TASK-075","2024-01-01 09:00","2024-01-01 09:00","C#,Entity Framework Core"
"Spike: Research and Prototype Inactivity Detection in WPF","Research and create a small proof-of-concept for the most reliable method to detect application-wide user inactivity in WPF. Compare methods like a `DispatcherTimer` with event listeners vs. low-level Windows hooks (P/Invoke `GetLastInputInfo`). The goal is to choose a method that is reliable without causing performance issues.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.3,"EPIC-002,WI-013,spike,research","Sprint 1","User & Session Management","DicomApp","","A recommendation report is produced, outlining the pros and cons of at least two methods.","US-013","","2024-01-01 09:00","2024-01-01 09:00","WPF,C#,P/Invoke"
"Implement Inactivity Monitor Service","Based on the outcome of the research spike, implement a singleton service (`InactivityMonitorService`) that tracks user input globally within the application. The service will use a timer that gets reset on user activity. When the timer elapses (e.g., after 15 minutes), it will raise an `OnInactive` event.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-013,security,session-lock","Sprint 1","User & Session Management","DicomApp","","The service is implemented and registered as a singleton.","US-013","TASK-041","2024-01-01 09:00","2024-01-01 09:00","WPF,C#"
"Service: Implement DICOM C-STORE SCP Hosted Service","Using the `fo-dicom` library, create an `IHostedService` in the background service that starts a DICOM server listening on a configurable port. Implement the `IDicomCStoreProvider` interface to handle incoming C-STORE requests.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-003,WI-014,DICOM,fo-dicom,networking","Sprint 1","DICOM Core Functionality","DicomApp","","The DICOM server starts when the Windows Service starts.","US-015","TASK-004","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#,.NET 8"
"Service: Implement SCP Logic to Queue Metadata","Within the `OnCStoreRequest` handler, after `fo-dicom` saves the incoming file to a temporary location, parse the file to extract key metadata (PatientID, StudyUID, etc.). Package this metadata into a DTO and publish it as a message to a dedicated RabbitMQ queue.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",9.2,"EPIC-003,WI-014,DICOM,decoupling","Sprint 1","DICOM Core Functionality","DicomApp","","The handler successfully saves the incoming DICOM file.","US-015","TASK-009,TASK-048","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#,RabbitMQ"
"Backend: Implement DICOM SCU Service for C-FIND/C-MOVE","Create a client-side service (`DicomScuService`) that uses `fo-dicom` to act as a Service Class User (SCU). Implement methods `FindAsync(...)` and `MoveAsync(...)` that create and send C-FIND and C-MOVE requests to a remote PACS.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",13.5,"EPIC-003,WI-016,DICOM,fo-dicom,networking","Sprint 1","DICOM Core Functionality","DicomApp","","`FindAsync` method successfully sends a C-FIND request and returns a list of parsed results.","US-016","TASK-048","2024-01-01 09:00","2024-01-01 09:00","fo-dicom,C#"
"Implement Secure Credential Storage using Windows Credential Manager","Create a service that abstracts the Windows Credential Manager. Refactor the application's startup configuration to retrieve sensitive secrets (DB password, API keys) from the Credential Manager instead of `appsettings.json`. Update the installer/deployment guide to include steps for setting these credentials.","Task","Backlog","Critical","security-dev@project.com","pm@project.com","",10.2,"EPIC-004,WI-024,security,secrets","Sprint 1","Security & Compliance","DicomApp","","A `CredentialManagerService` is implemented.","US-025","TASK-003,TASK-004","2024-01-01 09:00","2024-01-01 09:00","C#,.NET Security"
"Implement unique correlation ID for asynchronous operations","Generate a unique correlation ID for every user-initiated asynchronous operation. This ID must be included in all related log entries, from the initial client request, through RabbitMQ, to final processing in the background service.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.3,"EPIC-001,WI-039,logging,tracing","Sprint 1","Core Architecture & Foundational Setup","DicomApp","","A correlation ID is generated on the client for each async task.","","TASK-005,TASK-009","2024-01-01 09:00","2024-01-01 09:00","C#,Serilog,RabbitMQ"
"Integrate automated dependency vulnerability scan","Integrate OWASP Dependency-Check or a similar tool into the development and build pipeline to identify and mitigate security risks associated with third-party libraries.","Task","Backlog","High","devops@project.com","pm@project.com","",5.3,"EPIC-004,WI-024,security,devops,ci-cd","Sprint 1","Security & Compliance","DicomApp","","A vulnerability scan is successfully integrated into the CI pipeline.","","TASK-001","2024-01-01 09:00","2024-01-01 09:00","DevOps,CI/CD,Security"
"User Login with Secure Credentials","As a Registered System User, I want to securely log in to the application using my username and password so that I can gain access to the system and its features.","Story","Backlog","Critical","pm@project.com","pm@project.com","",53.7,"authentication,security,ui","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-001","2024-01-01 09:00","2024-01-01 09:00","WPF,C#,BCrypt"
"UI: Create LoginView XAML using Material Design","Develop the user interface for the login screen in XAML. Use the Material Design in XAML Toolkit to style controls. The view will include a username textbox, a `PasswordBox` for the password, a login button, and a text block for displaying error messages.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",6,"EPIC-002,WI-006,UI,WPF","Sprint 2","User & Session Management","DicomApp","","The `LoginView.xaml` file is created.","US-005","TASK-001","2024-01-01 09:00","2024-01-01 09:00","WPF,XAML,MVVM,Material Design"
"UI: Implement LoginViewModel Logic","Create the `LoginViewModel.cs` to back the `LoginView`. Implement properties for username and password, an `ICommand` for the login button, and logic to call the `IAuthenticationService`. The ViewModel will manage the UI state (e.g., displaying error messages, handling navigation on success).","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-006,UI,MVVM","Sprint 2","User & Session Management","DicomApp","","The `LoginViewModel.cs` is created and set as the `DataContext` for the `LoginView`.","US-005","TASK-016,TASK-017","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Enforce Role-Based Feature Access","As a System User, I want the application's features and UI controls to be enabled or disabled based on my assigned role so that I only see and can perform actions I am authorized for.","Story","Backlog","Critical","pm@project.com","pm@project.com","",32.7,"rbac,security,authorization","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-005","2024-01-01 09:00","2024-01-01 09:00","C#,WPF"
"Backend: Implement Authorization Checks in Services","In services that perform restricted actions (e.g., `UserManagementService`, `MetadataEditService`), inject the `ICurrentUserContext` and add checks at the beginning of admin-only methods to verify the user's role. Throw a custom `AuthorizationException` if the role is not 'Administrator'.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",8.3,"EPIC-002,WI-008,RBAC,security","Sprint 2","User & Session Management","DicomApp","","Admin-only service methods contain a role check.","US-006","TASK-020","2024-01-01 09:00","2024-01-01 09:00","C#"
"UI: Create WPF Converters/Helpers for Role-Based Visibility","Create WPF `IValueConverter`s (e.g., `RoleToVisibilityConverter`) or attached properties that can be used in XAML to control the `Visibility` or `IsEnabled` state of a UI element based on the current user's role. This allows for declarative UI authorization.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",9.2,"EPIC-002,WI-008,RBAC,UI","Sprint 2","User & Session Management","DicomApp","","A converter exists that takes a required role (e.g., 'Administrator') as a parameter.","US-006","TASK-020","2024-01-01 09:00","2024-01-01 09:00","WPF,XAML,C#"
"UI: Integrate RBAC Helpers into Main Application Views","Apply the new RBAC converters/helpers to all relevant UI elements throughout the application, such as the 'Administration' tab, 'Edit Metadata' button, and buttons within the User Management screen. This task involves updating multiple XAML files.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",9.2,"EPIC-002,WI-008,RBAC,UI","Sprint 2","User & Session Management","DicomApp","","The main 'Administration' navigation element is hidden for Technicians.","US-006","TASK-022","2024-01-01 09:00","2024-01-01 09:00","WPF,XAML"
"Configure System-Wide Password Policy","As an Administrator, I want to configure the system-wide password policy (length, complexity, history, expiration) so that I can enforce security standards for all user accounts in compliance with our organization's policies.","Story","Backlog","Critical","pm@project.com","pm@project.com","",41.3,"security,password-policy,admin","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-005,US-022","2024-01-01 09:00","2024-01-01 09:00","C#,EF Core,WPF"
"Backend: Implement Password Policy Validation Service","Create an `IPasswordPolicyService` that retrieves policy settings from the `SystemSettings` table. Implement a `ValidatePassword(string password, User user)` method that checks the password against all configured rules: length, complexity (uppercase, lowercase, number, symbol), and history (checks against the `PasswordHistory` table).","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-009,security,backend","Sprint 2","User & Session Management","DicomApp","","The service correctly fetches policy settings from the database.","US-007","TASK-015,TASK-024","2024-01-01 09:00","2024-01-01 09:00","C#,Entity Framework Core"
"Backend: Implement Password Expiration Check","Extend the `AuthenticationService` to check the `passwordLastChangedAt` field for the user upon login. If the age of the password exceeds the configured expiration policy, the service should return a status indicating that a password change is required.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",6.3,"EPIC-002,WI-009,security,authentication","Sprint 2","User & Session Management","DicomApp","","The authentication service checks the password age against the policy.","US-007","TASK-016,TASK-025","2024-01-01 09:00","2024-01-01 09:00","C#"
"UI: Create Password Policy View and ViewModel for Admin","In the Administration section, create a new WPF view and viewmodel (`PasswordPolicyView`/`ViewModel`) for managing the password policy. The UI will have controls (e.g., numeric up/downs, checkboxes) for all configurable parameters.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-009,UI,admin","Sprint 2","User & Session Management","DicomApp","","The view is accessible to Administrators.","US-007","TASK-025,TASK-022","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Testing: Write Unit Tests for Password Policy Validator","Create a comprehensive set of unit tests for the `PasswordPolicyService`. Each rule (length, complexity, history) must be tested individually with both passing and failing password examples.","Task","Backlog","High","qa-dev@project.com","pm@project.com","",7.2,"EPIC-002,WI-009,testing,security","Sprint 2","User & Session Management","DicomApp","","Test for minimum length passes and fails correctly.","US-007","TASK-025","2024-01-01 09:00","2024-01-01 09:00","xUnit,C#"
"Create New User Account","As an Administrator, I want to create a new user account with a username, role, and a system-generated temporary password so that I can provision access for new staff.","Story","Backlog","Critical","pm@project.com","pm@project.com","",32.3,"user-management,admin","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-006","2024-01-01 09:00","2024-01-01 09:00","C#,WPF,EF Core"
"Backend: Implement User Management Service (Create)","Create a `UserManagementService` with a `CreateUserAsync` method. This method will: 1. Check for username uniqueness. 2. Generate a secure temporary password. 3. Hash the password with BCrypt. 4. Create a new `User` entity, setting the `isTemporaryPassword` flag to true. 5. Save the new user to the database.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-010,backend,user-management","Sprint 2","User & Session Management","DicomApp","","Method throws an exception if the username already exists.","US-008","TASK-015","2024-01-01 09:00","2024-01-01 09:00","C#,Entity Framework Core,BCrypt"
"UI: Create User Management List View and ViewModel","Develop the main view for user management (`UserManagementView`) which will display a list/grid of all users. The accompanying ViewModel will fetch the list of users from the service and expose it to the view. The view will include an 'Add User' button.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",8.3,"EPIC-002,WI-010,UI,user-management","Sprint 2","User & Session Management","DicomApp","","The view is created and accessible to Admins.","US-008","TASK-029","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"UI: Implement 'Add User' Dialog and Logic","Create a modal dialog (`AddUserDialog`) for creating a new user. The dialog's ViewModel will collect the username and role, then call the `UserManagementService.CreateUserAsync` method. It will handle success (displaying the temporary password) and failure (displaying an error message).","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",11.2,"EPIC-002,WI-010,UI,user-management","Sprint 2","User & Session Management","DicomApp","","The 'Add User' button opens the modal dialog.","US-008","TASK-029,TASK-030","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
"Edit and Disable User Accounts","As an Administrator, I want to edit an existing user's details, such as their role or account status (enabled/disabled), so that I can manage user permissions and access as job responsibilities change.","Story","Backlog","Critical","pm@project.com","pm@project.com","",22.5,"user-management,admin","Sprint 2","User & Session Management","DicomApp",,,"EPIC-002","US-008","2024-01-01 09:00","2024-01-01 09:00","C#,WPF,EF Core"
"Backend: Implement User Management Service (Update)","Extend the `UserManagementService` with an `UpdateUserAsync` method. This method will handle changes to a user's role and `isActive` status. It must include critical safety logic to prevent disabling or changing the role of the last active administrator.","Task","Backlog","High","backend-dev@project.com","pm@project.com","",10.2,"EPIC-002,WI-010,backend,user-management","Sprint 2","User & Session Management","DicomApp","","Method successfully updates a user's role in the database.","US-009","TASK-029","2024-01-01 09:00","2024-01-01 09:00","C#,Entity Framework Core"
"UI: Implement 'Edit User' Dialog and Logic","Create an `EditUserDialog` and ViewModel. When opened for a user, it should be pre-populated with their current role and status. The ViewModel will call the `UserManagementService.UpdateUserAsync` method on save. It should also prevent an admin from editing their own details.","Task","Backlog","High","frontend-dev@project.com","pm@project.com","",12,"EPIC-002,WI-010,UI,user-management","Sprint 2","User & Session Management","DicomApp","","An 'Edit' button in the user list opens the dialog, populated with the selected user's data.","US-009","TASK-030,TASK-032","2024-01-01 09:00","2024-01-01 09:00","WPF,MVVM,C#"
