story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
US-011,"EPIC-009: Security & Compliance",View and Export Audit Trail,Administrator,"As an Administrator, I want to view a comprehensive audit trail of significant system events, so that I can investigate security incidents and ensure compliance.",Must Have,5,US-001; US-002,"Given significant events like user creation or DICOM metadata edits have occurred, When I navigate to the 'Audit Trail' viewer, Then I can see a chronological list of all logged events.","Given the audit trail is displayed, When I filter the log by a specific user and a date range, Then the list updates to show only the events that match my criteria.","Given the audit trail is filtered, When I click the 'Export to CSV' button, Then a CSV file is generated containing only the currently displayed log entries.",WI-033; WI-034,"Code reviewed and peer-approved; All acceptance criteria are met and validated; The audit trail accurately records all specified events (user management, DICOM edits, etc.); Filtering and export functions work correctly; Feature is deployed and verified in the staging environment."
US-012,"EPIC-006: DICOM Viewer Implementation",View DICOM Images with High Performance,Technician,"As a Technician, I want to open and view large DICOM studies quickly with GPU acceleration, so that my diagnostic workflow is fluid and not interrupted by loading or rendering delays.",Must Have,21,,"Given I open a large DICOM study (e.g., 500+ CT slices), When the viewer loads, Then a low-resolution preview is displayed in under 3 seconds to ensure immediate responsiveness.","Given the preview is displayed, When the system loads data in the background, Then the full-resolution image replaces the preview seamlessly, and I can scroll through all slices smoothly.","Given I am viewing an image, When I interact with it (e.g., pan, zoom), Then the rendering is smooth and fluid, utilizing the GPU for high performance.",WI-021; WI-022,"Code reviewed and peer-approved; All acceptance criteria are met and validated on target hardware; Performance targets for loading and rendering are met; The viewer correctly displays both monochrome and color images; Feature is deployed and verified in the staging environment."
US-013,"EPIC-006: DICOM Viewer Implementation",Manipulate Images with Standard Viewer Tools,Technician,"As a Technician, I want to use a standard set of tools like zoom, pan, rotate, and window/level, so that I can effectively inspect and manipulate images for clinical review.",Must Have,8,US-012,"Given a DICOM image is open in the viewer, When I drag the mouse while holding a specific button, Then I can interactively adjust the window/level (WW/WL) in real-time.","Given an image is open, When I use the mouse wheel or a zoom tool, Then I can smoothly zoom in and out of the image.","Given an image is open, When I use the pan tool, Then I can click and drag to move the image within the viewport.",WI-023,"Code reviewed and peer-approved; All acceptance criteria are met and validated; All tools (zoom, pan, WW/WL, rotate, flip) function correctly and intuitively; WW/WL presets are available and apply correctly; Feature is deployed and verified in the staging environment."
US-014,"EPIC-006: DICOM Viewer Implementation",Create and Save Annotations and Measurements,Technician,"As a Technician, I want to add non-destructive annotations (arrows, text) and measurements (length, angle) to images and save them, so that I can highlight findings and persist them for later review.",Should Have,13,US-012,"Given an image is open, When I select the 'length measurement' tool and draw a line, Then the line is displayed on the image along with its calculated length in real-world units (e.g., mm).","Given I have created several annotations and measurements, When I click a 'Save Annotations' button, Then the system creates a new DICOM Grayscale Softcopy Presentation State (GSPS) object for the series without modifying the original image files.","Given a series with a saved GSPS object is opened, When the images are displayed, Then the previously saved annotations and measurements are automatically loaded and displayed on the correct images.",WI-024; WI-025,"Code reviewed and peer-approved; All acceptance criteria are met and validated; Annotations and measurements are accurate; GSPS objects are created and loaded correctly; The original DICOM files are never modified by this process; Feature is deployed and verified in the staging environment."
US-015,"EPIC-007: Printing & PDF Export Subsystem",Configure and Preview a Print Job,Technician,"As a Technician, I want to access a print preview screen where I can select page layouts, arrange images, and configure page settings, so that I have full control over the final printed output.",Must Have,8,US-012,"Given I have selected images to print, When I open the print preview, Then I can select from a list of predefined page layouts (e.g., '2x2 grid on A4') and the preview updates accordingly.","Given a grid layout is selected, When I drag and drop an image from one cell to another, Then the image positions are swapped in the preview.","Given I am in the print preview, When I change settings like page orientation or margins, Then the preview canvas updates immediately to reflect the new layout.",WI-026,"Code reviewed and peer-approved; All acceptance criteria are met and validated; The print preview accurately reflects the final output; All layout and configuration options work as expected; Drag-and-drop functionality is smooth and intuitive; Feature is deployed and verified in the staging environment."
US-016,"EPIC-007: Printing & PDF Export Subsystem",Submit and Process Print Jobs Asynchronously,Technician,"As a Technician, I want to submit my configured print job to a background service, so that the application remains responsive and I can continue working while the job is processed.",Must Have,8,US-005; US-015,"Given I have configured a layout in the print preview and the background service is running, When I click 'Print', Then the job is sent to a RabbitMQ queue and a notification confirms it has been queued.","Given a print job has been sent to the queue, When the background service consumes the message, Then it generates the document and spools it to the correct Windows printer.","Given a print job is being processed, When an error occurs (e.g., printer is offline), Then the job status is marked as 'Failed' in the database and the print queue UI.",WI-027; WI-028,"Code reviewed and peer-approved; All acceptance criteria are met and validated; Jobs are successfully transmitted via RabbitMQ; The background service correctly prints the job; Error handling is robust and provides user feedback; Feature is deployed and verified in the staging environment."
US-017,"EPIC-007: Printing & PDF Export Subsystem",Export Print Layout as a Secure PDF,Technician,"As a Technician, I want to export the print preview layout as a secure, compliant PDF file, so that I can create a digital, portable copy for sharing or archiving.",Should Have,8,US-015,"Given I have configured a layout in the print preview, When I click 'Export to PDF', Then a background job is created to generate a PDF file that matches the preview.","Given I choose to export as a PDF, When I provide a password in the export options, Then the resulting PDF file is encrypted with AES-256 and requires the password to be opened.","Given a PDF is generated, When I inspect its properties, Then it is compliant with the PDF/A-3 standard.",WI-029,"Code reviewed and peer-approved; All acceptance criteria are met and validated; The generated PDF accurately matches the print preview; PDF/A-3 compliance and AES-256 encryption are implemented correctly; The export process is handled asynchronously; Feature is deployed and verified in the staging environment."
US-018,"EPIC-011: Deployment & Installation",Install the Application via MSIX Installer,Administrator,"As an Administrator, I want to install the application using a signed MSIX package, so that deployment is simple, secure, and correctly registers the background Windows Service.",Must Have,5,,"Given I run the MSIX installer file, When the installation process begins, Then it completes successfully without errors on a supported Windows version.","Given the installation is complete, When I check the Windows Services list, Then the 'DICOM Service' is present, set to start automatically, and is running.","Given the installation is complete, When I launch the application from the Start Menu, Then the WPF client application opens to the login or first-run configuration screen.",WI-038,"Code reviewed and peer-approved; All acceptance criteria are met and validated; The MSIX package installs and uninstalls cleanly; The Windows Service is correctly registered and started; The application is properly signed with a code signing certificate; Feature is deployed and verified in the staging environment."
US-019,"EPIC-011: Deployment & Installation",Verify Prerequisites During First-Run Setup,Administrator,"As an Administrator, I want the application to verify its dependencies (PostgreSQL, RabbitMQ) on the first run, so that I can ensure it is configured correctly before users begin to access it.",Must Have,8,US-018,"Given I am running the application for the first time after installation, When the application starts, Then I am presented with a setup screen asking for PostgreSQL and RabbitMQ connection details.","Given I am on the setup screen, When I enter invalid connection details and try to proceed, Then an error message is displayed, and I am prevented from completing the setup.","Given I provide a valid PostgreSQL connection but the `pgcrypto` extension is not enabled, When I test the connection, Then a specific error message informs me that the extension is required.",WI-039,"Code reviewed and peer-approved; All acceptance criteria are met and validated; The prerequisite checks are robust and provide clear, actionable feedback for all failure scenarios; The application does not proceed to normal operation until all checks pass; Feature is deployed and verified in the staging environment."
US-020,"EPIC-001: Core Application & Service Framework",Ensure Secure Storage of Credentials,Administrator,"As an Administrator, I want the application to store all sensitive credentials like database passwords securely, so that our system is protected against unauthorized access from plaintext configuration files.",Must Have,8,US-019,"Given the application needs to connect to the database, When it retrieves the database password, Then it reads it from the secure Windows Credential Manager, not from a config file.","Given I inspect the application's configuration files (e.g., appsettings.json), When I search for passwords or secrets, Then no sensitive credentials are found in plaintext.","Given the application is running, When it connects to external services (DB, SMTP), Then it successfully authenticates using the securely stored credentials.",WI-005,"Code reviewed and peer-approved; All acceptance criteria are met and validated; A security review confirms no secrets are stored in plaintext; The application functions correctly using credentials loaded from the Windows Credential Manager; Feature is deployed and verified in the staging environment."
US-021,"EPIC-002: Inter-Process Communication (IPC) Backbone",Ensure Reliable Asynchronous Messaging,Developer,"As a Developer, I want critical messages to be durable and persistent, with a dead-lettering mechanism, so that the system is resilient to service restarts and can handle message processing failures gracefully.",Must Have,8,,"Given a critical message (e.g., a print job) is published to RabbitMQ, When the RabbitMQ broker is restarted, Then the message is not lost and is available for consumption after the restart.","Given a message in a main processing queue fails processing a configurable number of times, When the consumer rejects the message for the final time, Then the message is automatically routed to a corresponding Dead-Letter Queue (DLQ).","Given a message has been moved to the DLQ, When I inspect the DLQ using RabbitMQ's management tools, Then the failed message is present and available for manual inspection.",WI-008,"Code reviewed and peer-approved; All acceptance criteria are met and validated through integration testing; Durability of queues and persistence of messages are confirmed; The DLX/DLQ mechanism works as expected for poison messages; Feature is deployed and verified in the staging environment."
US-022,"EPIC-001: Core Application & Service Framework",Redact Sensitive Information in Logs,Administrator,"As an Administrator, I want the system to automatically redact Protected Health Information (PHI) from all log files, so that we can use logs for troubleshooting without violating patient privacy or HIPAA rules.",Must Have,5,,"Given a system operation involves a patient's name (e.g., opening a study), When the operation is logged, Then the patient's name in the log message is replaced with a placeholder like '[REDACTED]'.","Given a DICOM operation involving a Patient ID is logged, When I view the log entry in the rolling text file or Windows Event Log, Then the Patient ID value is masked or redacted.","Given the logging system is active, When various operations are performed, Then no PHI is ever written in plaintext to any log destination.",WI-004,"Code reviewed and peer-approved; All acceptance criteria are met and validated; A review of log outputs confirms successful redaction of all defined PHI fields; The redaction logic does not significantly impact logging performance; Feature is deployed and verified in the staging environment."
