story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
"US-110","DICOM Core Functionality","Query and Retrieve Studies from a Remote PACS","Technician","As a Technician, I want to search for studies on a remote PACS and retrieve them to the local system, so that I can access prior imaging or studies from other facilities.","Must Have","8","US-109, US-117","Given I am in the PACS Query view, When I enter search criteria (e.g., Patient ID) and click 'Search', Then a list of matching studies from the configured remote PACS is displayed.","Given a list of search results from a PACS is displayed, When I select one or more studies and click 'Retrieve', Then the system initiates a DICOM C-MOVE request to transfer the studies to the local storage.","Given a C-MOVE retrieval is in progress, When the transfer is happening, Then the UI provides real-time feedback on the progress and reports a final success or failure status.","WI-014","A DICOM SCU service is created using `fo-dicom` to handle C-FIND and C-MOVE operations. A `PacsQueryView` is built in WPF for user interaction. All network operations are asynchronous to keep the UI responsive. All AC are met."
"US-111","DICOM Viewer & Tools","View High-Performance DICOM Images","Technician","As a Technician, I want a high-performance viewer to open and display DICOM images of any size, so that I can perform clinical review without lag or delay.","Must Have","21","","Given I select a DICOM study from the list, When I open it, Then the images are displayed in a viewer control using GPU acceleration for rendering.","Given I open a large multi-frame series (e.g., CT scan), When the study is loading, Then a low-resolution preview is shown immediately, followed by the full-resolution image data loading progressively.","Given I am viewing an image, When I perform actions like panning or zooming, Then the interaction is smooth and responsive, with no stuttering.","WI-015","A custom WPF control is built using DirectX interop (`Vortice.Windows`) for GPU-accelerated rendering. A progressive loading strategy is implemented. The control can render monochrome and color DICOM images. Performance targets are met on specified hardware."
"US-112","DICOM Viewer & Tools","Manipulate Images with Viewer Tools","Technician","As a Technician, I want to use standard tools like zoom, pan, and window/level adjustment, so that I can properly examine the details of a DICOM image.","Must Have","8","US-111","Given an image is open in the viewer, When I use my mouse, Then I can pan the image by dragging and zoom using the scroll wheel.","Given a CT image is open, When I right-click and drag the mouse, Then I can interactively adjust the window width and level (WW/WL) to change image contrast and brightness.","Given I am viewing an image, When I select a WW/WL preset like 'Lung' or 'Bone' from a menu, Then the corresponding window/level values are applied to the image instantly.","WI-016","Tool logic is implemented for zoom, pan, and interactive WW/WL. A list of common WW/WL presets is available. User mouse inputs are translated into tool commands within the Viewer ViewModel. All tools function smoothly over the GPU-rendered image."
"US-113","DICOM Viewer & Tools","Create and Save Annotations","Technician","As a Technician, I want to draw annotations and measurements on an image and save them, so that I can highlight findings and communicate them to others.","Should Have","13","US-111","Given an image is open in the viewer, When I select the 'Length' tool and draw a line, Then the line is displayed on the image with its length calculated in millimeters.","Given I have added annotations (e.g., arrows, text, measurements) to a series, When I click 'Save Annotations', Then a new DICOM Grayscale Softcopy Presentation State (GSPS) object is created and associated with the series.","Given I re-open a study that has saved annotations, When the images are displayed, Then the previously saved annotations are automatically loaded and displayed on the correct images.","WI-017","Tools are implemented for drawing various shapes and measurements. A service is created using `fo-dicom` to generate and parse DICOM GSPS objects. The viewer can render annotations from a GSPS object. All AC are met."
"US-114","Printing & Exporting","Prepare a Custom Print Layout","Technician","As a Technician, I want a print preview screen to arrange images, select layouts, and add custom branding, so that I can create professional and clear physical or digital printouts.","Must Have","8","US-111","Given I have selected images to print, When the print preview window opens, Then I can select from a list of predefined layouts, such as '2x2 grid on A4'.","Given I am in the print preview, When I interact with the layout, Then I can drag-and-drop images to different cells in the grid to reorder them.","Given I want to add branding, When I use the branding options, Then I can upload a custom logo and add dynamic text fields (e.g., `[PatientID]`) that will be populated with DICOM metadata.","WI-018","A `PrintPreviewView` and ViewModel are created in WPF. It supports layout selection, page configuration (margins, orientation), and drag-and-drop image rearrangement. Branding options for logos and dynamic text are implemented. All AC are met."
"US-115","Printing & Exporting","Print a Study Asynchronously","Technician","As a Technician, I want to send a print job to a physical printer without locking up the application, so that I can continue working while the print job is processed in the background.","Must Have","8","US-114, TS-001","Given I have finalized my layout in the print preview, When I click the 'Print' button, Then the application immediately displays a 'Print job queued' notification and I can continue using the application.","Given the background service is not running, When I open the print preview, Then the 'Print' button is disabled and a message indicates the print service is unavailable.","Given a print job is sent, When the background service receives it, Then it processes the layout and spools the job to the selected Windows printer.","WI-019, WI-020","The 'Print' button action serializes the print job and publishes it to a durable RabbitMQ queue. The client first checks service status via Named Pipes. A consumer in the Windows Service processes the queue and uses the Windows Print API to print. All AC are met."
"US-116","Printing & Exporting","Export a Study to a Secure PDF","Technician","As a Technician, I want to export my print layout as a secure, password-protected PDF/A-compliant file, so that I can share a digital copy of the study securely.","Should Have","5","US-114, TS-001","Given I have finalized my layout in the print preview, When I click 'Export to PDF' and provide a filename and password, Then a password-protected PDF/A-3 file is generated asynchronously in the background.","Given I have chosen to export to PDF, When the export completes successfully, Then a success notification is displayed.","Given I open the generated PDF, When prompted for a password, Then the password I provided during export successfully opens the encrypted file.","WI-019, WI-020","The 'Export to PDF' action serializes the job and publishes it to a RabbitMQ queue. A consumer in the Windows Service uses the QuestPDF library to generate a PDF/A-3 file. The consumer supports applying AES-256 encryption using a user-provided password. All AC are met."
"US-117","System Administration & Configuration","Configure and Verify PACS Connections","Administrator","As an Administrator, I want to add, edit, and verify connections to remote PACS servers, so that technicians can query and retrieve studies from them.","Must Have","5","US-102, US-110","Given I am an Admin in the 'PACS Configuration' settings, When I enter the AE Title, IP, and Port for a new PACS and click 'Save', Then the new PACS configuration is added to the system.","Given a PACS is configured in the list, When I click the 'Verify' button, Then the system performs a DICOM C-ECHO request to that PACS and displays a 'Success' or 'Failure' message.","Given a PACS configuration is no longer needed, When I select it and click 'Delete', Then it is removed from the system.","WI-022","A `PacsConfigView` and ViewModel are created for Admins. It allows CRUD operations for PACS configurations stored in the database. The 'Verify' button triggers a C-ECHO via the DICOM SCU service. All AC are met."
"US-118","System Administration & Configuration","Configure Automated DICOM Routing Rules","Administrator","As an Administrator, I want to create rules to automatically route incoming studies to specific folders based on their metadata, so that our storage is organized and automated.","Should Have","3","US-102, US-109","Given I am an Admin in the 'Auto-Routing' settings, When I create a new rule, Then I can specify criteria (e.g., 'Sending AE Title is MODALITY_CT') and a destination folder path (e.g., 'D:\CT_Studies').","Given a new study is received via C-STORE that matches a configured rule, When the system processes the study, Then the DICOM files are stored in the rule's specified destination folder.","Given no rules match an incoming study, When it is processed, Then it is stored in a default, system-wide storage location.","WI-022","An `AutoRoutingView` is created for Admins to manage rules in the database. The DICOM ingestion process is modified to evaluate these rules before moving files to their permanent storage location. All AC are met."
"US-119","System Administration & Configuration","Monitor Real-Time System Health","Administrator","As an Administrator, I want a single dashboard to view the real-time health of critical system components, so that I can proactively identify and troubleshoot issues.","Should Have","8","US-102, TS-001","Given I am an Admin and I open the 'System Health Dashboard', When the view loads, Then it displays the current status (e.g., 'Running'/'Stopped') of the background Windows Service.","Given I am viewing the health dashboard, When the dashboard is open, Then it shows green/red indicators for PostgreSQL and RabbitMQ connectivity, and the current number of messages in the main and dead-letter queues.","Given I am viewing the health dashboard, When the view is open, Then it displays the available disk space at the primary DICOM storage location and shows a warning if it falls below a configured threshold.","WI-023","A background polling service is created in the Windows Service to periodically check dependency statuses and cache the results. A communication channel (e.g., Named Pipe) allows the client to fetch this cached status. A `SystemHealthDashboardView` in the client displays this information. All AC are met."
"US-120","Deployment & Operations","Install the Application and Service","System Administrator","As a System Administrator, I want to use a single, signed MSIX installer to reliably deploy the client application and its background Windows Service, so that the deployment process is simple and repeatable.","Must Have","13","TS-001","Given I run the MSIX installer, When the installation process begins, Then it prompts me for the connection details for the existing PostgreSQL and RabbitMQ servers and validates connectivity.","Given the prerequisite checks pass, When the installation completes, Then the WPF client application is installed and the background 'DICOM Service' is registered as a Windows Service and started.","Given I provide incorrect database connection details during installation, When the installer runs its check, Then the installation fails with a clear error message, and no software is installed.","WI-024","An MSIX packaging project is added to the solution. It is configured to bundle the client and service. The installer includes a custom pre-install step to check for PostgreSQL and RabbitMQ connectivity. The final package is signed with a code-signing certificate. All AC are met."
"US-121","Deployment & Operations","Access Deployment and Admin Guides","System Administrator","As a System Administrator, I want to have clear and concise documentation for deploying and managing the application, so that I can perform my duties efficiently and correctly without needing direct developer support.","Should Have","5","","Given I am responsible for installing the software, When I consult the documentation, Then I find a 'Deployment Guide' with step-by-step instructions for running the installer and configuring prerequisites.","Given I am responsible for managing the deployed application, When I consult the documentation, Then I find an 'Administrator's Guide' that explains how to perform all administrative tasks like user management and PACS configuration.","Given I need to find information quickly, When I review the guides, Then they are well-structured with a table of contents, clear headings, and screenshots where appropriate.","WI-026","Two markdown documents, DeploymentGuide.md and AdminGuide.md, are created. The Deployment Guide covers the MSIX installation. The Admin Guide covers all features within the 'Administration' section of the UI. The documents are reviewed for clarity and accuracy."
"TS-002","Deployment & Operations","Automate Build and Vulnerability Scanning","Developer","As a Developer, I want a Continuous Integration (CI) pipeline that automatically builds the code, runs tests, and scans for known vulnerabilities in third-party libraries, so that we can ensure code quality and security with every change.","Must Have","5","","Given I push new code to the source control repository, When the push is completed, Then a CI pipeline is automatically triggered.","Given the CI pipeline is running, When it executes, Then it successfully builds the entire solution and runs all unit tests, failing the pipeline if any test fails.","Given the tests have passed, When the pipeline continues, Then it runs an OWASP Dependency-Check scan and fails the build if any critical vulnerabilities are found in the project's dependencies.","WI-025","A CI pipeline is created using a YAML file (e.g., for GitHub Actions). The pipeline defines steps to build the .NET solution, execute xUnit tests, and run the OWASP Dependency-Check tool. The pipeline is configured to run on every push to the main branch."
